term              context      role          uses  head
----------------  -----------  ------------  ----  ----
sound             noise        verb           192   153
soup                           noun             1     0
sour                           adjective        6     0
source                         noun            13    12
south                          adjective        2     2
space                          noun            87    73
spade                          noun             1     1
span                           verb             1     1
spare                          adjective        1     1
spark                          verb             2     2
sparkle                        verb             6     0
sparse                         adjective        0     0
spasm                          noun             1     1
spawn                          verb             1     1
speak                          verb            50    19
spear                          noun             3     2
spec                           noun             0     0
special                        adjective       14     2
species                        noun             0     0
specific                       adjective        2     1
speck                          noun             1     1
spectrum                       noun             1     0
speed                          verb            16     9
spell                          verb             8     6
spend                          verb            13     6
sperm                          noun             1     0
sphere                         noun             3     3
spice                          verb             2     0
spider                         noun             8     2
spike                          noun             3     0
spill                          verb             4     2
spin                           verb            17     1
spine                          noun             7     2
spiral                         verb             2     1
spire                          noun             1     0
spirit                         noun            40    28
spit                           verb             5     0
spite                          verb             1     0
splash                         verb             4     0
spleen                         noun             1     0
splendid                       adjective        0     0
splendor                       noun             1     1
split                          verb            21     7
spoil                          verb            11     3
spoke                          verb             5     3
sponge                         noun             0     0
sponsor                        verb             1     1
spontaneous                    adjective        1     0
spool                          noun             2     1
spoon                          noun             2     2
spore                          noun             6     4
sport                          noun             6     2
spot                           verb            57    53
spouse                         noun             7     6
spout                          noun             2     2
spray                          verb             7     6
spread                         verb            28    14
spring            season       verb             7     2
spy                            verb             2     0
square                         verb             1     1
squash                         noun             1     0
squat                          adjective        1     0
squeak                         noun             1     0
squeeze                        noun             7     2
squirm                         noun             1     0
squishy                        adjective        1     0
stab                           verb             5     3
stability                      noun             0     0
stabilize                      verb             0     0
stable            steady       adjective        7     6
stack                          verb             3     2
staff                          verb             3     0
stage                          verb            20    16
stain                          verb             7     2
stair                          noun             0     0
stairs                         noun             0     0
stake                          verb             2     2
stalk                          verb             2     2
stamp                          verb             1     0
stance                         noun             2     2
stand                          verb            36    22
standard                       adjective        7     5
star                           verb            22     6
stare                          verb             3     1
start                          verb            38    19
stash                          noun             1     1
state             condition    verb           212   206
statue                         noun             1     1
status                         noun             4     4
steady                         adjective       16     7
steal                          verb            17     3
steam                          noun             1     0
steep                          adjective        3     0
steer                          verb             4     1
stem                           verb             4     4
step                           verb            41    24
sterile                        adjective        1     1
stew                           noun             2     0
steward                        noun             1     1
stick                          verb            54    35
stiff                          adjective        3     0
still                          adjective       11     5
sting                          verb             2     1
stink                          verb             0     0
stir                           verb            10     1
stitch                         verb             8     6
stock                          noun             2     1
stomach                        noun            12     3
stone                          noun            36    24
stool                          noun             1     1
stop                           verb            83    24
storage                        noun             0     0
store                          verb            26    12
storm                          verb             7     5
story             tale         noun            51    38
straight                       adjective       17     6
strain                         verb             4     1
strait                         noun             0     0
strand                         noun             2     2
strange                        adjective       26     0
strap                          noun             6     6
strategy                       noun             2     0
straw                          noun             2     1
stray                          adjective        1     0
stream                         verb            10     6
street                         noun             3     2
stress                         verb            10     7
stretch                        verb             7     5
strict                         adjective        1     1
strike                         verb            23    10
string                         verb            18    11
strip                          verb            11     6
stripe                         noun             4     2
strive                         verb             1     0
stroke                         verb             0     0
stroll                         noun             2     1
strong                         adjective      183    51
structure                      noun            18    17
struggle                       verb             8     4
strut                          noun             2     0
stubborn                       adjective        4     0
student                        noun             5     3
study                          verb           101    95
stuff                          verb            15    15
stumble                        verb             1     0
stupid                         adjective        1     1
style                          verb            49    45
subject                        verb             1     0
substitute                     verb             1     0
subtract                       verb             0     0
succeed                        verb             1     1
success                        noun             8     4
such                           adverb           0     0
suck                           verb             3     2
sudden                         adjective       30     2
sue                            noun             1     0
suffer                         verb             8     4
sufficient                     adjective        2     0
suffix                         noun             0     0
sugar                          noun            14    12
suggest                        verb             5     1
suit                           verb            10     6
sum                            verb             4     3
summarize                      verb             0     0
summer                         noun             3     1
sun                            noun            59     4
superior                       adjective        2     0
supervise                      verb             3     2
supply                         verb            21    15
support                        verb            61    27
suppose                        verb             0     0
suppress                       verb             1     0
sure                           adjective       14     8
surface                        verb            32    28
surgery                        noun             6     6
surpass                        verb             4     0
surprise                       verb             9     3
surrender                      noun             1     1
surround                       verb             9     0
survey                         verb             1     0
survive                        verb             3     0
suspect                        adjective        0     0
suspend                        verb             1     0
sustain                        verb             2     2
swallow                        verb             2     1
swamp                          noun             3     0
swap                           noun             4     2
sway                           verb             3     0
swear                          verb             3     2
sweat                          verb             5     2
sweep                          verb             3     2
sweet                          adjective       21     6
swell                          verb            15    10
swim                           verb             2     0
swing                          verb             6     0
switch                         verb             2     0
sword                          noun             9     4
symbol                         noun            10     3
sympathy                       noun             1     0
symptom                        noun             0     0
sync                           noun             1     1
synthesize                     verb             0     0
system                         noun            21    20
table                          noun             7     4
tablet                         noun             1     1
taboo                          adjective        0     0
tag                            verb             5     3
tail                           noun             5     1
take                           verb           151    26
tale                           noun            21    17
talent                         noun             5     5
talk                           verb           142    86
talkative                      adjective        4     1
tall                           adjective       14     1
tangle                         verb             3     0
tank                           noun             1     1
tap                            noun             6     4
tape                           noun             3     3
target                         verb             3     2
task                           noun            19    17
taste                          verb            12     8
tattoo                         noun             0     0
tax                            verb             3     1
tea                            noun            15     1
teach                          verb            22    10
team                           noun            11     7
tear              eye water    verb            19     3
tease                          verb             3     2
teen                           adjective        4     2
television                     noun             0     0
tell                           verb            27    14
temper                         verb             1     1
temperature                    noun             5     4
template                       noun             1     0
temple                         noun             0     0
temporary                      adjective        2     1
tempt                          verb             5     1
ten                            value           15     3
tend                           verb             0     0
tendency                       noun             3     1
tennis                         noun             0     0
tense                          adjective        0     0
tent                           noun             6     3
term                           noun            10     9
terror                         noun             1     1
test                           verb            26    15
testis                         noun             3     1
text                           verb            11    10
texture                        noun             2     2
than                           preposition     10     2
thank                          verb             4     2
that                           determiner       3     0
thaw                           noun             2     1
the                            determiner       4     0
theater                        noun             3     0
theme                          noun             3     2
then                           adverb           0     0
theory                         noun             4     2
there                          noun             2     2
therefore                      conjunction      0     0
these                          determiner       1     0
thick                          adjective       14     1
thief                          noun             8     4
thigh                          noun             1     0
thin                           adjective       49     5
thing                          noun           237   237
think                          verb            92    69
thirst                         noun             1     1
this                           determiner       2     0
thorn                          noun             0     0
thorough                       adjective        2     2
those                          determiner       0     0
though                         conjunction      0     0
thousand                       value           15     5
thread                         verb            22    19
threat                         noun             7     1
three                          value           66     2
threshold                      noun             1     0
throat                         noun            15     6
throb                          noun             2     1
through                        preposition     23    19
throw                          verb            27     9
thrust                         verb             1     1
thumb                          noun             0     0
thunder                        noun             0     0
thus                           adverb           0     0
ticket                         noun             1     0
tickle                         noun             0     0
tie                            verb            18     6
tight                          adjective       33    18
tile                           verb             2     1
till                           preposition      1     1
tilt                           noun             5     0
timber                         noun             1     0
time                           verb           192   172
tin                            noun             2     1
tiny                           adjective       76     1
tip               end          verb             4     4
tire                           verb            11     4
tissue                         noun            12     6
title                          noun             8     8
to                             conjunction     85    16
toad                           noun             1     0
toast                          noun             2     1
tobacco                        noun             2     0
today                                           0     0
toe                            noun             4     3
together                       adjective      128    82
toilet                         noun             4     3
token                          adjective        1     1
tomb                           noun             3     2
tomorrow                                        1     0
ton                            noun             1     1
tone                           verb            15    13
tongue                         noun             5     4
too                            adverb          23     0
tool                           noun           121   110
tooth                          noun             7     2
top                            verb            51    29
tortilla                       noun             2     0
toss                           verb             3     1
total                          verb             8     0
touch                          verb            29    23
tough                          adjective        6     0
tour                           verb             0     0
tow                            noun             2     0
town                           noun             7     4
toxic                          adjective        2     0
toy                            noun             2     2
trace                          noun             1     1
track                          verb             9     5
trade                          verb            21     4
traffic                        noun             0     0
trail                          noun             1     0
trait                          noun            16    16
trammel                        noun             1     1
transfer                       verb             1     1
transition                     verb             0     0
transmit                       noun             0     0
trap                           verb            11     3
trash                          noun             2     0
travel                         verb            38    18
traverse                       noun             1     1
tread                          noun             3     1
treasure                       noun             2     1
treat                          verb            14    13
tree                           noun            24     9
tremble                        verb             3     0
tremor                         noun             1     1
trench                         noun             1     0
trend                          verb             1     1
triangle                       noun             8     1
tribe                          noun             1     0
trick                          verb            14     9
trickery                       noun             2     0
trigger                        verb             3     3
trillion                       value            1     0
trim                           verb             5     1
trinket                        noun             1     0
trip              journey      verb             8     7
troop                          noun             3     1
tropical                       adjective        0     0
trouble                        verb            15    11
trouser                        noun             0     0
truce                          noun             0     0
true                           adjective       20    11
trunk                          noun             0     0
trust                          verb            19    12
try                            verb            13     5
tub                            noun             3     3
tube                           noun            28    15
tuft                           noun             2     2
tumble                         verb             1     0
tumor                          noun             1     1
tune                           verb             8     7
tunnel                         verb             1     0
turn                           verb            60    21
tutor                          noun             1     1
twelve                         value            2     0
twin                           verb             1     0
twirl                          noun             1     0
twist                          verb            33     7
twitch                         noun             3     2
two                            value           61     3
type                           verb            85    80
typical                        adjective        1     1
ugly                           adjective        0     0
umbrella                       noun             1     1
uncertain                      adjective        0     0
uncle                          noun             0     0
under                          adjective       58     4
undergo                        verb             0     0
undo                           verb             0     0
uniform                        noun             2     1
union                          noun             4     4
unique                         adjective        2     0
unit                           noun            25    24
unite                          verb             1     1
universal                      adjective        2     0
universe                       noun             3     1
unless                                          0     0
unravel                        verb             2     0
until                          preposition      0     0
up                             preposition    183   139
upon                           preposition      3     1
upset                          verb             6     2
urban                          adjective        1     0
urge                           verb            12     6
urgent                         adjective        4     0
urinate                        verb             0     0
urine                          noun             7     3
use                            verb            68    48
user                           noun             0     0
usual                          adjective        9     4
uterus                         noun             2     1
vacation                       noun             2     2
vacuum                         verb             0     0
vague                          adjective        1     0
valid                          adjective        1     1
valley                         noun             2     2
value                          verb            37    24
valve                          noun             0     0
van                            noun             1     1
vapor                          noun             1     0
vary                           verb            15     0
vault                          noun             1     1
vector                         noun             0     0
vehicle                        noun            28    24
vein                           noun             6     2
velocity                       noun             1     0
vent                           noun             1     0
verse                          noun             4     2
vertical                       adjective        2     0
very                           adverb          21     0
vessel                         noun            10     6
via                            preposition      0     0
vibe                           verb             1     0
vibrate                        verb             1     0
vice                           noun             0     0
victory                        noun             4     1
video                          noun             1     0
view                           verb            78    65
village                        noun             0     0
vine                           noun             0     0
vintage                        noun             1     0
violate                        verb             1     1
virtue                         noun             0     0
virus                          noun             5     3
viscous                        adjective        0     0
vision                         noun             9     5
visit                          verb             4     3
visual                         adjective        4     0
vital                          adjective        1     0
vivid                          adjective        1     0
voice                          verb            35    24
void                           verb             1     0
voltage                        noun             1     0
volume                         noun             2     2
voluntary                      adjective        0     0
vomit                          verb             1     1
vote                           verb            11     5
vow                            verb             3     3
voyage                         noun             0     0
vulcanise                      verb             1     1
wage                           noun             1     0
wagon                          noun             0     0
waist                          noun             2     0
wait                           verb            10     4
wake                           verb             4     0
walk                           verb            36    20
wall                           noun            17    10
wander                         verb             6     4
want                           verb            19    12
war                            verb            13     5
ware                           noun             1     1
warm                           adjective       26     5
warn                           verb             6     2
wash                           verb            17     3
waste                          verb            21     8
watch             look         verb            29    13
water                          noun           122    43
watt                           noun             2     2
wave              water        verb            25    11
wax                            verb             5     0
way                            noun           183   165
we                             noun             0     0
weak                           adjective       18     5
weapon                         noun            24    20
wear                           verb            20     6
weather                        verb            11     2
weave                          verb             7     1
web                            noun            10     4
wed                            verb             6     1
week                           noun             5     3
weigh                          verb             0     0
weird                          adjective        4     0
welcome                        verb             7     3
well              water                        19    12
west                           noun             4     3
wet                            adjective       27     4
what                                            1     0
wheat                          noun             0     0
wheel                          verb            15     8
when                                            0     0
where                                           0     0
whether                        conjunction      0     0
which                                           0     0
while                          conjunction      1     0
whim                           noun             1     0
whimsical                      adjective        1     0
whine                          noun             1     0
whip                           verb             0     0
whirl                          noun             1     0
whisker                        noun             1     0
whisper                        verb             0     0
whistle                        verb             0     0
white                          adjective        8     2
who                                            12     0
whole                          adjective       20     9
why                                             1     1
wick                           verb             0     0
wide                           adjective       29     7
wife                           noun             0     0
wig                            noun             1     0
wiggle                         noun             2     0
wild                           adjective       20     3
will              choose       verb             7     4
willing                        adjective        0     0
win                            verb            12     7
wind              air          verb            32    17
window                         noun             5     1
wine                           noun             2     1
wing                           verb            13     9
winter                         noun             5     3
wipe                           verb             6     0
wire                           verb             5     4
wise                           adjective       13     5
wish                           verb            10     9
witch                          noun             1     0
with                           preposition     37    14
within                         preposition      8     2
wizard                         noun             1     1
wobble                         noun             1     0
wolf                           noun             0     0
woman                          noun            35    20
womb                           noun             2     1
wonder                         verb            16     7
wood                           noun            34     7
wool                           noun             3     1
word                           noun           110    86
work                           verb           145   109
world                          noun            14    10
worm                           noun             6     1
worry                          verb            19    13
worship                        verb             4     3
worth                          verb            18    12
wound             hurt         verb             0     0
wrap                           verb            22     6
wreck                          verb             0     0
wrinkle                        verb             3     2
wrist                          noun             2     0
write                          verb           114    91
wrong                          adjective      128    17
yard                           noun             2     0
yarn                           noun             1     0
yawn                           verb             0     0
year                           noun            13     9
yell                           verb             1     1
yellow                         adjective        8     1
yes                                             4     2
yesterday                                       0     0
yet                            conjunction      1     0
yield                          verb             2     1
you                            noun             1     0
young                          adjective       36     9
zero                           value            0     0
zip                            verb             1     1
zone                           verb             3     3
ah                                              0     0
aha                                             0     0
ail                            noun             0     0
alas                                            0     0
allegiance                     noun             0     0
altar                          noun             0     0
ambush                         noun             0     0
anguish                        noun             0     0
apathy                         noun             0     0
ape                            noun             0     0
apology                        noun             0     0
appetite                       noun             0     0
awe                            noun             0     0
bang                           verb             0     0
beep                           noun             0     0
bliss                          noun             0     0
blob                           noun             0     0
bog                            verb             0     0
boom                           verb             0     0
bound                          adjective        0     0
bravo                                           0     0
brim                           noun             0     0
broth                          noun             0     0
brow                           noun             0     0
buoyant                        noun             0     0
cartilage                      noun             0     0
chime                          noun             0     0
chisel                         noun             0     0
chord                          noun             0     0
chorus                         noun             0     0
clam                           noun             0     0
clang                          noun             0     0
coincide                       verb             0     0
conceive                       verb             0     0
constellation                  noun             0     0
contempt                       noun             0     0
conviction                     noun             0     0
coral                          noun             0     0
corrupt                        adjective        0     0
covenant                       noun             0     0
crane             bird         noun             0     0
crater                         noun             0     0
creak                          noun             0     0
crunch                         noun             0     0
cylinder                       noun             0     0
delude                         noun             0     0
demon                          noun             0     0
destiny                        noun             0     0
diameter                       noun             0     0
dictate                        verb             0     0
dignity                        noun             0     0
discern                        verb             0     0
discipline                     verb             0     0
dove                           verb             0     0
dragon                         noun             0     0
dwarf                          noun             0     0
eagle                          noun             0     0
ecstasy                        noun             0     0
eel                            noun             0     0
elate                          verb             0     0
eloquent                       adjective        0     0
empathy                        noun             0     0
emphasis                       noun             0     0
epic                           adjective        0     0
equator                        noun             0     0
etch                           verb             0     0
eternity                       noun             0     0
exhaust                        verb             0     0
extravagant                    adjective        0     0
fatigue                        noun             0     0
feud                           noun             0     0
fin                            noun             0     0
flute                          noun             0     0
folly                          noun             0     0
fortress                       noun             0     0
fountain                       noun             0     0
frail                          adjective        0     0
frenzy                         noun             0     0
garlic                         noun             0     0
genesis                        noun             0     0
genius                         noun             0     0
gluttony                       noun             0     0
gong                           noun             0     0
goose                          noun             0     0
gratitude                      noun             0     0
grove                          noun             0     0
gurgle                         noun             0     0
hare                           noun             0     0
hearth                         noun             0     0
helix                          noun             0     0
hey                                             0     0
hiss                           noun             0     0
hmm                                             0     0
hooray                                          0     0
howl                           verb             0     0
huh                                             0     0
humility                       noun             0     0
hump                           noun             0     0
hypocrite                      noun             0     0
indulge                        verb             0     0
inscribe                       verb             0     0
insight                        noun             0     0
intellect                      noun             0     0
intuition                      noun             0     0
invade                         verb             0     0
lattice                        noun             0     0
liberty                        noun             0     0
lily                           noun             0     0
loom                           noun             0     0
lore                           noun             0     0
lust                           verb             0     0
mane                           noun             0     0
margin                         noun             0     0
marrow                         noun             0     0
marvel                         noun             0     0
meadow                         noun             0     0
melancholy                     noun             0     0
membrane                       noun             0     0
metaphor                       noun             0     0
migrate                        verb             0     0
miracle                        noun             0     0
monument                       noun             0     0
moss                           noun             0     0
moth                           noun             0     0
nectar                         noun             0     0
nostalgia                      noun             0     0
nuance                         noun             0     0
octave                         noun             0     0
octopus                        noun             0     0
oh                                              0     0
omit                           verb             0     0
oops                                            0     0
oppress                        verb             0     0
oracle                         noun             0     0
orb                            noun             0     0
ouch                                            0     0
ow                                              0     0
parable                        adjective        0     0
paradox                        noun             0     0
patter                         noun             0     0
peck                           noun             0     0
periphery                      noun             0     0
phew                                            0     0
pillar                         adjective        0     0
pine                           verb             0     0
poise                          noun             0     0
polar                          adjective        0     0
polygon                        noun             0     0
populate                       verb             0     0
pore                           verb             0     0
prism                          noun             0     0
profane                        adjective        0     0
prophecy                       noun             0     0
protrude                       verb             0     0
prudent                        adjective        0     0
pulley                         noun             0     0
quest                          noun             0     0
radius                         noun             0     0
ransom                         noun             0     0
rattle                         verb             0     0
redeem                         noun             0     0
reed                           noun             0     0
rehearse                       verb             0     0
remorse                        noun             0     0
restraint                      noun             0     0
revere                         verb             0     0
rhetoric                       noun             0     0
riddle                         noun             0     0
roar                           verb             0     0
rose                           noun             0     0
rumble                         noun             0     0
sanctuary                      noun             0     0
screech                        verb             0     0
serene                         adjective        0     0
shh                            noun             0     0
shin                           noun             0     0
shrimp                         noun             0     0
siege                          noun             0     0
sizzle                         noun             0     0
slab                           noun             0     0
slander                        noun             0     0
slot                           noun             0     0
sloth                          noun             0     0
soot                           noun             0     0
sorcery                        noun             0     0
sparrow                        noun             0     0
stamina                        noun             0     0
starch                         noun             0     0
sublime                        adjective        0     0
submit                         verb             0     0
subtle                         adjective        0     0
sulfur                         noun             0     0
summit                         noun             0     0
swarm                          noun             0     0
syrup                          noun             0     0
tact                           noun             0     0
temperate                      adjective        0     0
tempo                          noun             0     0
thrift                         noun             0     0
thud                           noun             0     0
tide                           verb             0     0
toil                           noun             0     0
trance                         noun             0     0
transcend                      verb             0     0
tribute                        verb             0     0
turbulent                      adjective        0     0
tusk                           noun             0     0
ugh                                             0     0
vain                           adjective        0     0
vase                           noun             0     0
vigor                          noun             0     0
vinegar                        noun             0     0
vortex                         noun             0     0
wasp                           noun             0     0
weasel                         noun             0     0
wedge                          noun             0     0
weed                           verb             0     0
weep                           verb             0     0
whale                          noun             0     0
whoa                                            0     0
wit                            noun             0     0
wow                                             0     0
yay                                             0     0
yearn                          verb             0     0
yeast                          noun             0     0
yuck                                            0     0
